timestamp,open,highest,lowest,close,volume
1618113600000,60268.58,60328,60097.44,60155.64,213.167246
1618113900000,60155.65,60200,60047.68,60051.69,200.30873
1618114200000,60051.69,60216.87,60042.22,60190.83,103.921969
1618114500000,60190.83,60247.77,60051.82,60236.66,155.406598
1618114800000,60236.66,60275.38,60140.24,60140.24,98.604294
1618115100000,60140.25,60154.36,60081.72,60083.53,92.987234
1618115400000,60083.53,60179.98,60075.71,60165.21,93.992732
1618115700000,60160.99,60221.95,60089.22,60145.78,108.912562
1618116000000,60145.78,60150,59818,59818.01,244.190072
1618116300000,59818.01,59964.41,59777.77,59894.8,194.098989
1618116600000,59894.8,60025,59888.94,59993.08,92.716665
1618116900000,59993.07,60018.87,59900,59906.6,99.193703
1618117200000,59906.59,60009.47,59865.36,59969.32,142.995666
1618117500000,59969.32,60012.05,59950,59984.2,202.084685
1618117800000,59984.2,59988.72,59681.19,59692.25,219.923428
1618118100000,59692.25,59802.68,59623,59755.07,237.222603
1618118400000,59755.08,59869.41,59751.75,59815.16,124.568218
1618118700000,59805.15,59897.41,59649.99,59698.94,438.313971
1618119000000,59698.94,59811.49,59600,59614.95,225.098988
1618119300000,59614.95,59700.47,59535.52,59640.11,300.178557
1618119600000,59640.11,59813.48,59640.11,59770.36,191.876739
1618119900000,59770.37,59915.43,59762.42,59781.22,191.891127
1618120200000,59788.85,59830.82,59707.85,59739.04,164.653196
1618120500000,59739.04,59830.73,59616.34,59679.97,134.022736
1618120800000,59679.96,59770.65,59600.29,59600.3,163.804678
1618121100000,59600.29,59678.74,59414.76,59445.27,205.266092
1618121400000,59445.27,59482.3,59354.18,59354.19,231.397515
1618121700000,59354.19,59525.06,59339.83,59500.01,170.87243
1618122000000,59500.01,59577.31,59500,59524.76,119.907418
1618122300000,59524.77,59526.19,59410.15,59440.54,97.849516
1618122600000,59440.53,59551.73,59440.53,59520.66,145.48469
1618122900000,59520.65,59614.8,59433.61,59611.24,231.734703
1618123200000,59611.24,59761.39,59505.83,59761.39,128.36894
1618123500000,59761.38,59892.62,59661.44,59892.61,232.676069
1618123800000,59892.62,59909.68,59784.75,59795.66,178.983322
1618124100000,59795.66,59818.87,59714.69,59735,140.516971
1618124400000,59735.01,59790.15,59672.75,59675.32,97.663047
1618124700000,59675.32,59700,59629.63,59641.19,73.336273
1618125000000,59641.18,59641.19,59400,59431.61,192.4521
1618125300000,59434.47,59621.75,59431.61,59618.06,127.532418
1618125600000,59618.06,59637.86,59544.3,59623.8,91.313235
1618125900000,59623.81,59717.51,59602.45,59697.32,87.900223
1618126200000,59697.33,59697.73,59571.62,59574.27,76.44545
1618126500000,59574.27,59665.42,59542.29,59557.62,87.031327
1618126800000,59557.61,59697.74,59557.61,59697.74,71.501592
1618127100000,59697.73,59754.59,59668.12,59751.01,89.723924
1618127400000,59751,59752.93,59628.29,59631.8,103.589042
1618127700000,59631.81,59712.84,59630,59655.49,94.123235
1618128000000,59655.5,59800,59655.49,59758.88,150.883798
1618128300000,59758.89,59874.8,59728.95,59838.01,126.872335
1618128600000,59838,59843.87,59771.53,59813.78,84.255821
1618128900000,59813.78,59897.2,59783.53,59895.85,78.780086
1618129200000,59895.84,60144.7,59839.74,60097.17,221.607339
1618129500000,60097.17,60118.72,60003.12,60050.83,122.220887
1618129800000,60050.84,60059.94,59931.98,59981.74,118.468518
1618130100000,59981.74,59990.97,59928.15,59928.15,106.132741
1618130400000,59928.14,59997,59840.83,59993.61,145.597172
1618130700000,59993.61,60070,59987.9,60034.98,111.346759
1618131000000,60034.98,60040.62,59937.34,60010.79,92.725773
1618131300000,60010.78,60037.06,59944.86,59961.81,74.663575
1618131600000,59961.81,60045,59855,59923.82,100.839742
1618131900000,59923.82,59964.47,59854.44,59868.75,84.810126
1618132200000,59868.75,59927.56,59713.13,59796.52,137.137488
1618132500000,59796.52,59836.51,59630.72,59646.39,151.936381
1618132800000,59646.39,59731.85,59572.2,59708.19,159.853706
1618133100000,59708.19,59788.02,59698.83,59755.36,152.084203
1618133400000,59755.36,59800.01,59558.56,59593.56,277.545642
1618133700000,59593.56,59593.56,59455.09,59562.6,243.845157
1618134000000,59562.59,59630.44,59519.64,59550.07,98.715891
1618134300000,59550.07,59660.61,59535.85,59613,133.860993
1618134600000,59613,59678.52,59605.61,59678.5,83.871144
1618134900000,59678.51,59714.28,59578,59676.2,118.87469
1618135200000,59676.2,59732.52,59587.47,59668.64,117.54773
1618135500000,59668.64,59706.69,59565.52,59663.42,97.092175
1618135800000,59663.41,59820.93,59639.01,59818.53,150.561934
1618136100000,59818.53,59950.81,59795.49,59887.67,161.474172
1618136400000,59887.67,59887.67,59724.21,59737.31,122.369532
1618136700000,59737.31,59780.39,59571.42,59612.56,167.008914
1618137000000,59612.57,59680.48,59600,59618.97,127.737005
1618137300000,59618.97,59725,59606.94,59725,105.502806
1618137600000,59725,59729.77,59564.47,59595.81,108.77083
1618137900000,59595.82,59693.06,59501.01,59659.74,160.61512
1618138200000,59659.74,59659.74,59500,59520.11,137.246423
1618138500000,59520.11,59627.75,59500,59599.99,152.446617
1618138800000,59600,59845.87,59595.29,59843.53,188.609148
1618139100000,59843.53,59860.87,59705.51,59733.17,130.877063
1618139400000,59733.17,59750.41,59530,59553.63,159.769428
1618139700000,59557.83,59630.66,59450,59577.8,203.355103
1618140000000,59577.81,59679.44,59572.24,59612.77,128.451374
1618140300000,59612.78,59693.87,59551.02,59679.05,119.169138
