timestamp,open,highest,lowest,close,volume
1618704000000,60006.67,60160.9,59991.32,60146.99,65.329441
1618704060000,60146.99,60203.83,60145.1,60197.59,46.606443
1618704120000,60197.59,60223.2,59966.46,59991.8,79.125051
1618704180000,59991.8,60111.8,59951.2,60104.99,64.509173
1618704240000,60105,60159.99,60083.94,60136.09,48.477247
1618704300000,60136.09,60150.54,60043.18,60142.94,39.773125
1618704360000,60142.95,60226.09,60115.45,60226.08,55.277744
1618704420000,60226.08,60347.86,60226.08,60288.66,66.895844
1618704480000,60288.78,60345.99,60220.5,60235.56,52.751333
1618704540000,60235.51,60260.44,60155.03,60260.44,50.719449
1618704600000,60260.43,60499,60254.82,60350.71,92.293092
1618704660000,60350.71,60364.71,60229.1,60235.27,26.651265
1618704720000,60235.28,60322.4,60218.36,60250.42,21.488589
1618704780000,60250.42,60266.09,60224.49,60266.09,24.090354
1618704840000,60269.75,60308.43,60247.54,60298.68,26.046271
1618704900000,60298.68,60340.24,60252.73,60299.33,56.733085
1618704960000,60299.33,60377,60256.45,60353.72,55.949342
1618705020000,60357.83,60360.33,60262.59,60339.98,26.12224
1618705080000,60340.5,60342.52,60245,60247,27.859373
1618705140000,60246.99,60256.5,60152.91,60187.63,35.046855
1618705200000,60187.63,60276.72,60187.63,60262.64,27.698497
1618705260000,60256.14,60262.33,60091.33,60102.56,36.171786
1618705320000,60099.85,60117.11,59970.12,59999.69,54.609456
1618705380000,59999.7,59999.7,59887.69,59919.48,99.735081
1618705440000,59913.64,59932.17,59711,59738.84,177.606992
1618705500000,59738.84,59862.73,59719.07,59742.96,96.873183
1618705560000,59742.95,59754.8,59662.39,59727.06,115.1157
1618705620000,59727.05,59744.93,59651.01,59742.01,76.653218
1618705680000,59742.01,59825.6,59690.02,59690.71,74.353279
1618705740000,59690.71,59703.52,59580,59590.06,128.934069
1618705800000,59590.06,59590.06,59400,59400,288.359735
1618705860000,59400,59632.23,59312.07,59561.11,222.078716
1618705920000,59561.11,59648.01,59445.71,59634.42,60.306887
1618705980000,59634.42,59650.33,59550,59592.47,90.326579
1618706040000,59592.47,59739.01,59561,59739.01,73.662199
1618706100000,59739.01,59779.36,59712.12,59731.18,53.154196
1618706160000,59735.34,59735.46,59680.65,59698.76,47.515631
1618706220000,59699.24,59727.33,59670,59717.87,33.755987
1618706280000,59717.87,59734.91,59610.83,59613.08,42.004542
1618706340000,59613.07,59634.55,59571.42,59610.21,38.419928
1618706400000,59610.2,59613.06,59513.79,59522.08,42.012231
1618706460000,59522.08,59593.94,59511.06,59593.93,34.866289
1618706520000,59593.93,59780,59593.93,59780,53.832941
1618706580000,59779.99,59780,59700.09,59750.02,39.157017
1618706640000,59750.02,59757.4,59693.89,59693.89,41.535842
1618706700000,59693.9,59699.99,59593.27,59610.8,52.012585
