timestamp,open,highest,lowest,close,volume
1614556800000,45134.11,45266.77,45130.34,45260.74,72.517978
1614556860000,45252.67,45362.07,45250.64,45356,65.371778
1614556920000,45356,45371.41,45104.36,45128.57,128.114624
1614556980000,45128.57,45194.65,45020.87,45037.36,59.964922
1614557040000,45036.62,45107.01,44977.82,45032.48,57.852895
1614557100000,45032.48,45040.25,44959.98,44966.72,37.021979
1614557160000,44964.47,45018.37,44950.53,44979.97,39.977175
1614557220000,44979.97,45041.5,44979.97,45039.89,30.263909
1614557280000,45039.9,45249.95,44980.01,45249.92,79.477084
1614557340000,45249.92,45316.31,45148.16,45263.9,88.884165
1614557400000,45263.91,45274.63,45163.03,45191.08,28.290769
1614557460000,45191.06,45273.99,45191.06,45258.56,30.075393
1614557520000,45264.14,45300,45220.16,45278.81,39.363818
1614557580000,45277.17,45296.88,45230.44,45254.63,35.031967
1614557640000,45254.64,45480,45254.64,45468.4,77.768867
1614557700000,45468.75,45602.9,45431.67,45589.22,134.640734
1614557760000,45589.21,45900,45549.83,45862.19,218.33947
1614557820000,45874.36,46191.95,45750,46160.62,313.718016
1614557880000,46162.92,46241.29,46032.99,46159.18,252.787436
1614557940000,46159.18,46243.67,46068.7,46167.98,141.650436
1614558000000,46162.1,46338.22,46144.81,46195.06,190.396001
1614558060000,46195.06,46233.14,46079.86,46112.65,107.37072
1614558120000,46112.65,46170,46041.51,46134.71,56.283144
1614558180000,46137.1,46145.29,46031.02,46055.02,38.775839
1614558240000,46054.97,46194.15,46044.84,46182.76,63.208223
1614558300000,46170.21,46195.05,46062.09,46146.09,48.506188
1614558360000,46146.09,46165.98,46100,46149.8,58.027808
1614558420000,46140.73,46150.03,46126.31,46149.99,15.635513
1614558480000,46150,46150,46088.56,46132.06,36.097203
1614558540000,46132.06,46166.47,46120.12,46149.99,49.596267
1614558600000,46149.99,46386.63,46143.42,46379.07,130.583321
1614558660000,46379.06,46436.13,46330.96,46362.41,195.636173
1614558720000,46362.41,46429.57,46344.28,46407.85,80.707709
1614558780000,46407.85,46550,46406.66,46531.83,159.373555
1614558840000,46531.83,46571.3,46390,46483.27,177.114607
1614558900000,46479.62,46505.91,46387.23,46427.38,75.595759
1614558960000,46427.38,46463.22,46377.74,46394.63,59.143979
1614559020000,46392.31,46415.35,46280.95,46348.6,65.60044
1614559080000,46350,46393.17,46326.1,46369.61,40.677322
1614559140000,46369.61,46541.91,46365.99,46428.52,115.413236
1614559200000,46426.18,46449.99,46344.03,46411.91,95.635975
